ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,pct_chg
002552.SZ,20180725,20180630,0.07,0.07,0.4544,0.4544,1.3347,0.0859,-0.4601,16717099.98,5841344.66,27989238.0,1.2736,0.6409,0.5699,1.6954,0.5586,0.4295,0.1587,3168779.42,28127894.99,50324447.7,-48166841.1947,-47666841.1947,88150204.65,19821357.89,154600000.0,138799602.71,530048856.2,52836351.09,142035953.8,754849968.96,-114614387.6,0.0737,1.9605,0.0036,-0.3743,-0.0804,0.0919,-0.1573,-0.1557,16.2082,20.1131,79.8869,17.1457,16.2082,1.2674,14.1011,1.7772,-0.2682,97.7229,17.3384,20.2127,3.7808,3.73,0.979,3.2068,2.5715,3.2821,7.5616,6.4136,30.4317,1.4374,1.4701,28.5096,71.4904,61.432,20.4809,79.5339,73.561,26.439,0.0058,0.4374,2.2865,3.8833,2.0187,3.4285,3.8188,0.0043,293.6305,5.143,2.5718,410565440.61,18.4983,1.0383,100.5138,2.9217,0.2687,2.005,5.1747,333.3333,333.3333,-91.5094,326.8398,409.2667,373.6532,142.13,-91.2313,422.7059,1.2498,-3.2115,1.2472,23.8635,23.8635,15.4635,275.7423,-15.2004,-3.1873
002559.SZ,20180807,20180630,0.1839,0.1818,2.0517,2.0517,2.1577,0.2085,1.0549,11914868.69,55576819.45,200563158.37,2.277,1.5564,1.409,2.0697,0.4964,1.8355,0.3244,62269614.61,78552741.37,101425276.4,-124027729.6803,-104926729.6803,677487429.0,67653801.62,19849800.0,-407252858.69,1424946055.04,890501532.39,483248673.7,1661005645.6,471252873.72,0.1809,4.3294,-0.0758,1.2634,-0.5004,0.2106,-0.3325,-0.2813,8.9128,26.207,73.793,15.1723,8.9128,6.4343,9.0436,-0.3056,2.1534,91.8634,10.559,10.2643,4.1847,4.1,3.4459,3.3293,2.891,4.0087,8.3694,6.6586,31.7932,1.4661,1.4629,65.9909,34.0091,59.2211,1.195,97.2226,91.1563,8.8437,-0.0405,0.4661,2.111,81.3546,1.8627,71.7864,,-0.0369,232.3884,5.782,2.8605,417418804.73,10.5936,5.8282,91.2733,2.8391,2.3091,1.9425,-5.4243,37.6497,37.415,-181.4178,29.3151,33.9983,38.3921,29.19,-181.3628,33.0773,0.2547,4.0399,0.254,19.6945,19.6945,24.6604,115.8394,3.9938,-3.2877
002564.SZ,20180802,20180630,0.1355,0.133,4.5074,4.5074,2.6033,0.0872,0.6524,1927900.92,101065811.77,425430587.94,1.0392,0.59,0.5128,0.7703,0.2081,2.2104,0.162,47554892.93,340923411.38,402297627.35,1286349522.83,147980230.74,14757043371.72,839635043.44,6599127555.85,4971908083.6,1046756286.24,785394030.12,4417505105.35,10943752818.09,653005049.48,0.1167,4.3494,0.1348,0.7396,0.1618,0.3861,1.4569,0.1676,4.0043,10.6901,89.3099,9.1266,4.0043,0.7168,3.4225,4.9873,0.1186,98.8051,3.862,8.5666,3.1438,3.51,3.0849,1.3879,0.6488,3.1705,6.2876,2.7758,83.6302,6.1088,7.4978,78.3777,21.6223,3.944,60.3004,35.0896,90.1809,9.8191,0.0059,5.1088,0.173,0.5819,0.0472,0.1586,0.2105,0.0054,649.764,1.2976,0.4193,2654639890.61,3.8914,0.5211,96.6823,4.8593,4.8346,0.8376,13.3458,10.1626,8.1301,125.8188,-13.4575,-12.3885,13.6975,20.05,130.9844,-23.6917,17.9946,17.5046,41.5925,-42.9661,-42.9661,-29.5429,541.5824,48.9975,-10.2857
002595.SZ,20180824,20180630,0.4403,0.4403,2.1562,2.1562,0.6329,0.4458,2.8574,16588386.02,335633163.22,575298782.37,2.2749,1.8076,1.3183,1.6694,0.5878,1.3425,0.3432,387628822.94,416054557.1,496768096.69,814698.0733,589951124.9133,705037176.12,38203403.76,751733999.92,265024968.1,3707618905.84,1857155982.68,2122092982.86,4704537845.71,2642607035.09,0.4403,4.9352,0.134,3.3033,0.2436,0.5201,0.001,0.7374,20.4124,33.3509,66.6491,8.7683,20.4124,1.2802,7.0468,0.4413,0.5097,77.5286,23.3563,24.1193,8.9773,8.75,8.5545,8.2781,7.0059,8.1314,17.9546,16.5562,27.4419,1.3782,1.281,60.8292,39.1708,68.0574,15.9789,83.9229,97.4387,2.5613,0.0736,0.3782,2.641,5.2521,2.4801,4.9321,13.9897,0.0717,209.4492,14.0118,7.008,1459024139.5,23.6009,1.1266,72.6805,6.1134,5.8641,4.7434,-2.0724,-5.0464,-5.0464,-61.7252,-6.8656,-5.4109,-5.059,-6.63,-61.7371,-13.5313,1.266,18.3235,1.2675,16.5648,16.5648,20.9102,127.6462,9.7981,-15.6634
002598.SZ,20180725,20180630,0.1232,0.1232,1.3876,1.3876,0.6785,0.2087,0.6593,1639070.02,36785133.11,143051869.18,2.5501,1.6201,1.1454,1.6342,0.529,2.3104,0.3824,38410046.53,43481195.96,53611695.73,-17631036.9409,-17631036.9409,333073358.19,21312213.95,0.0,-40775708.4,756889651.92,516291213.04,475515504.64,806383177.26,270805211.91,0.1232,2.5451,-0.0294,0.868,0.1155,0.1394,-0.0565,-0.0565,8.7985,33.0427,66.9573,21.995,8.7985,9.2925,12.9061,-0.2036,0.7451,91.1279,10.216,10.0435,4.9585,4.96,4.747,3.841,3.3649,4.7841,9.917,7.682,30.5302,1.4395,1.4609,73.1726,26.8274,65.2059,0.0,98.4733,93.9862,6.0138,-0.0275,0.4395,2.2407,,2.1358,,,-0.0258,304.0484,6.7298,3.3943,187900813.81,10.2235,9.0031,89.9661,3.2366,3.1169,2.2346,-4.2844,22.2222,22.2222,-210.1124,21.8665,21.374,22.1196,22.68,-209.8085,20.0026,5.0696,5.2088,5.07,37.8717,37.8717,51.8941,90.2532,1.7641,-9.8649
002611.SZ,20180830,20180630,0.11,0.11,1.2318,1.2318,2.6963,0.0282,0.5244,16194495.05,190620207.37,489391653.95,1.9276,1.5433,1.3387,1.5834,0.365,3.4063,0.1873,236822721.03,267259238.41,316706666.13,650019785.3657,618902073.9757,2624870862.26,187645124.41,1054908837.91,-789103005.5,2807102139.62,2823491794.4,1398635665.96,8935532795.73,1015948630.14,0.1125,4.2573,0.2206,0.5526,0.3236,0.1454,0.3535,0.3366,9.3694,21.6081,78.3919,11.2841,9.3694,3.4044,6.8229,1.0568,-0.4079,89.5436,11.0403,11.8003,2.6688,2.66,2.4599,2.21,1.7548,2.4835,5.3376,4.42,32.9197,1.4908,1.5605,49.9446,50.0554,23.8942,11.8058,87.6009,78.7094,21.2906,0.1333,0.4908,2.024,7.4202,0.7258,2.661,,0.1049,223.9262,3.5096,1.7102,677188209.34,11.2969,3.2758,84.5636,2.5093,2.3284,1.634,7.146,0.0,0.0,568.4848,33.5134,35.1526,53.8444,338.75,962.9362,45.7677,-36.2221,-5.5456,2.0441,115.9459,115.9459,79.3429,823.882,5.5408,12.1593
002613.SZ,20180825,20180630,0.0813,0.0813,0.6665,0.6665,0.2352,0.0709,0.3148,84380451.4,-8211040.82,132985390.08,3.0162,2.3436,1.8808,1.6441,0.433,1.2113,0.2852,8110458.12,100874404.05,136626499.21,80477127.6098,97832727.6098,494756137.51,40641806.63,22099108.12,-437790210.58,1337822144.87,1012457665.04,559967454.46,1721677858.54,361379735.3,0.0813,1.6208,-0.0209,0.3856,0.1984,0.1076,0.0859,0.1044,13.7509,21.2914,78.7086,19.2283,13.7509,7.6946,11.8962,-0.3625,-0.1181,98.7015,15.7987,16.1503,5.1431,5.14,-0.5544,4.6065,3.9221,5.1144,10.2862,9.213,24.7,1.328,1.4786,67.1051,32.8949,59.2724,1.2836,88.2247,90.0732,9.9268,-0.039,0.328,2.7246,68.7333,2.3997,60.5374,,-0.0351,224.5498,7.8442,3.4783,525962891.42,16.2162,7.5469,98.9177,-0.2662,-0.447,0.07,-7.5992,393.5018,393.5018,-348.8095,506.3437,542.8571,393.3296,73.69,-349.1808,385.102,5.2604,6.3348,5.2596,41.808,41.808,47.8339,-92.959,2.8859,-10.5882
002614.SZ,20180829,20180630,0.26,0.25,3.9328,3.9328,2.1347,0.1562,2.2041,45537406.1,98492794.26,808051665.31,1.6546,1.2135,0.7318,3.9805,0.622,3.6777,0.4368,111930613.11,183832770.77,245387380.91,-75047009.4955,159149572.0545,1382809619.1,39437537.08,835434323.38,-40706048.67,2156953751.42,1414780444.66,1317245722.66,3842771578.56,1325549438.64,0.2565,5.2955,0.2052,2.3603,0.1447,0.3273,-0.1336,0.2834,6.7076,36.5854,63.4146,31.0237,6.7076,19.7837,11.4117,-0.1718,0.033,94.9322,5.2896,8.3232,4.9103,4.86,3.3578,3.6357,2.93,4.1116,9.8206,7.2714,42.8808,1.7507,1.7238,67.9237,32.0763,40.9676,21.7404,77.3915,95.7361,4.2639,0.0533,0.7507,1.3173,3.5598,0.9554,2.5818,,0.051,154.6362,5.86,2.8485,712860589.67,8.1638,19.4076,90.1284,3.9211,3.2341,2.2887,20.517,52.9412,47.0588,29.1378,21.7353,84.9451,56.0833,29.82,30.88,36.5378,2.6538,8.6124,2.8188,31.6065,31.6065,30.0947,164.927,14.3151,-9.3434
002621.SZ,20180822,20180630,0.02,0.02,0.2891,0.2891,1.1746,0.1357,1.109,10426008.92,-2836677.33,34229447.47,6.9964,6.2542,0.808,4.5817,0.1131,1.7118,0.0754,-2682739.48,8745396.11,16042988.31,-33591819.0789,-33591819.0789,122510356.6,7180358.43,0.0,-57918537.18,786405616.77,734619430.78,676700893.6,1155538091.48,420110157.43,0.0225,3.4194,0.0412,1.2448,0.1475,0.0259,-0.0995,-0.0995,7.7661,35.0874,64.9126,31.8499,7.7661,8.5974,24.5916,-1.3391,4.4123,102.75,9.8952,8.9646,0.6601,0.66,-0.2467,0.676,0.5856,0.5954,1.3202,1.352,10.0909,1.1122,1.1251,66.6908,33.3092,61.188,0.0,99.8702,94.4635,5.5365,0.1136,0.1122,8.8984,,6.0637,,,0.1073,305.9139,1.1712,0.5867,60466966.01,9.9023,11.3457,101.8114,0.509,-0.1186,0.4522,20.1515,-33.3333,-33.3333,100.0,-6.6223,-18.4006,-13.1841,-144.83,99.7827,-14.5515,0.7484,-1.2914,0.7477,62.9914,62.9914,33.3878,270.5959,1.6003,-3.6836
002633.SZ,20180823,20180630,-0.02,-0.02,0.4505,0.4505,2.0315,0.1179,0.3017,57837.09,-3155410.88,17403023.77,2.6746,2.2253,2.2088,0.5297,0.1815,0.4124,0.1034,-3155410.88,-3065865.55,12124311.61,13963243.89,93913243.89,76666813.57,20020890.95,80000000.0,-88159605.82,475319375.96,262352555.97,174192950.15,597667571.02,62945256.78,-0.0207,3.4511,0.1009,0.4196,0.6136,-0.0204,0.0931,0.6261,-4.5836,25.7517,74.2483,28.5953,-4.5836,6.0253,22.5002,0.0698,-1.4242,104.6691,-3.8538,-4.5366,-0.5966,-0.6,-0.6077,-0.469,-0.4738,-0.5482,-1.1932,-0.938,25.4463,1.3413,1.2591,60.3465,39.6535,68.4548,13.3854,86.6146,88.6688,11.3312,0.0966,0.3413,2.9298,6.4708,2.6902,5.9415,,0.0857,571.237,-0.9476,-0.4738,232987710.94,-4.5836,5.6161,99.3286,0.1359,0.0551,0.1082,26.3679,0.0,0.0,-15.3523,-16.2014,-33.5056,-33.5056,-13.17,-15.3466,-32.3103,-0.5962,13.2523,-0.5948,-1.9021,-1.9021,12.8334,121.1818,0.9035,-7.6577
002639.SZ,20180827,20180630,0.016,0.016,0.8221,0.8221,1.9805,0.0764,0.2425,14174746.71,-3357828.84,139616827.25,1.2929,0.8665,0.6344,1.1631,0.3588,0.5912,0.1543,-4592607.32,33921167.49,82258139.28,-155072846.2314,61196827.4586,361350810.72,51400251.52,981848465.35,797937811.24,1404877403.22,368271518.74,1080394772.93,3290443610.39,214951049.22,0.016,3.3384,-0.2226,0.3189,0.007,0.0503,-0.2301,0.0908,1.6431,25.1935,74.8065,23.5653,1.6431,6.6283,12.9449,3.9922,1.3469,100.8287,1.8753,6.121,0.4849,0.48,-0.1505,0.9442,0.2535,0.8188,0.9698,1.8884,37.6594,1.6041,1.6104,43.8988,56.1012,37.9369,29.8394,68.3902,90.161,9.839,-0.1193,0.6041,1.6136,2.2919,1.0074,1.4308,1.7606,-0.1076,388.343,0.507,0.3011,1066794289.52,2.152,6.4633,100.0666,0.3929,0.1046,0.2285,-1.37,0.0,0.0,-61.1875,547.3167,23.0847,0.1798,-694.17,-61.2097,1.5273,1.7619,6.3604,1.7625,33.0552,33.0552,38.3429,495.2851,-1.3272,-1.1844
002645.SZ,20180829,20180630,0.2258,0.2258,2.4789,2.4789,2.6026,0.1075,1.1606,4569891.98,75842474.9,195589460.61,1.9177,1.1446,0.7828,4.7167,0.7027,2.4529,0.3741,83027616.24,95330182.35,117129697.34,-95367358.8862,-95367358.8862,696046137.87,19554635.06,15000000.0,-290775488.01,1068565698.99,652506341.83,361730853.82,1767583015.96,451530903.3,0.2258,4.8825,-0.1549,1.2681,-0.3522,0.2677,-0.2678,-0.2678,9.1783,22.1602,77.8398,11.7764,9.1783,4.2024,7.8388,-0.2648,0.3785,90.593,10.9154,10.8009,4.7127,4.69,4.4449,4.0405,3.4335,4.6124,9.4254,8.081,29.4219,1.4169,1.3827,54.9115,45.0885,43.0321,0.8486,98.3508,97.3235,2.6765,-0.0776,0.4169,2.3795,115.8955,1.4626,71.2377,,-0.0755,155.1974,6.867,3.4082,377469068.49,10.9329,3.7174,90.3874,2.9436,2.8839,2.1037,-5.505,103.2403,103.2403,-165.3035,112.838,114.0831,103.3591,110.0,-211.0072,85.8747,-38.9176,11.077,3.8397,50.5327,50.5327,65.5971,73.8319,9.4066,-10.6419
002647.SZ,20180829,20180630,0.0171,0.0171,1.1303,1.1303,0.3414,0.0778,0.2334,7797150.91,1773125.2,108129752.71,1.0279,1.0279,0.41,1.1841,0.3784,95.2315,0.2043,15549125.72,54815646.84,60611427.85,-22816624.2408,-510516624.2408,1537604410.81,5500916.66,864100000.0,648834011.9,-118849477.98,50598477.73,112982489.63,1804721618.55,174248072.17,0.0171,1.6526,0.1762,0.3112,-0.525,0.0979,-0.0407,-0.9117,1.7636,17.0847,82.9153,14.5404,1.7636,1.7728,7.7981,4.9695,-0.1838,97.5432,3.7774,8.661,1.1249,1.19,0.2084,1.7694,0.3603,1.3209,2.2498,3.5388,71.9035,3.5592,3.6412,55.7333,44.2667,-3.55,47.88,51.2726,75.4092,24.5908,0.0544,2.5592,0.3844,1.0709,-0.0494,-0.1375,-0.1832,0.041,152.0184,0.7206,0.3089,6476150.91,3.7141,1.4265,97.0634,0.5799,-0.3662,0.2005,17.5881,755.0,755.0,112.4189,2046.7356,1491.6375,753.9261,1401.21,118.6306,811.4572,-20.529,17.5513,19.2043,184.5092,184.5092,102.8799,7.1234,-6.312,0.3971
002651.SZ,20180821,20180630,0.08,0.08,0.2755,0.2755,0.3343,0.2386,0.4151,6985274.66,72340392.23,127729603.85,4.4135,3.7954,2.4319,1.4429,0.1531,1.4837,0.1133,85618866.84,86334158.79,99571110.51,-150348845.8498,-150348845.8498,404392610.23,8835238.53,0.0,-692898918.72,1605543238.78,1380412089.27,687513170.55,1997764641.48,655404962.82,0.0791,1.9928,0.0071,0.6538,-0.1131,0.0861,-0.15,-0.15,28.7211,46.2466,53.7534,13.4452,28.7211,5.6059,10.6295,-2.7902,0.2449,69.0003,34.1107,31.2587,3.9907,4.07,3.6393,3.543,3.2554,3.6665,7.9814,7.086,17.1393,1.2068,1.2259,74.0278,25.9722,66.5926,0.0,100.0,97.8619,2.1381,0.0176,0.2068,4.8345,,3.8854,,,0.0173,427.219,6.5108,3.2554,233966388.04,34.0224,6.4854,61.3276,2.1032,1.8814,1.7261,-0.4017,33.3333,33.3333,-85.1153,37.3448,36.4098,35.1174,34.8,-85.0984,29.1839,1.0087,-2.0942,1.0102,1.8639,1.8639,-12.6937,13.8925,4.5931,-8.1132
002658.SZ,20180825,20180630,0.09,0.09,0.7919,0.7919,0.4045,0.2083,1.5295,2695050.13,54526846.2,218275460.5,9.0738,7.404,6.698,1.0285,0.2379,3.0646,0.1948,47898391.14,72179632.17,88436146.79,-50613322.3843,455920018.5557,248987216.94,36201949.05,415519912.25,-625125923.3,1909328832.11,2032885549.91,995041260.31,2434376994.7,1051202919.42,0.0946,3.1431,0.0147,1.7379,-0.0195,0.1193,-0.0837,0.7537,12.2176,45.5685,54.4315,34.4559,12.2176,14.7283,18.5212,1.2064,0.3953,90.0004,13.8487,15.0687,2.9319,3.01,2.7938,2.9352,2.3798,2.934,5.8638,5.8704,25.7655,1.3471,1.26,84.0088,15.9912,70.2071,17.0688,82.6587,35.9334,64.0666,0.0353,0.3471,2.8717,4.8427,2.7249,4.595,,0.0127,432.4861,4.7596,2.3269,156111553.66,13.848,11.0771,83.7433,2.5178,2.412,1.865,12.5523,0.0,0.0,-82.5829,12.001,12.1636,10.0369,18.28,-82.6074,-5.2271,0.5309,23.6895,6.4023,23.8948,23.8948,28.1301,543.4485,16.106,-6.2025
002667.SZ,20180823,20180630,0.06,0.06,0.4065,0.4065,1.0115,0.1493,1.1607,5906970.8,8257390.28,36064476.92,5.9833,4.8193,4.1123,0.7179,0.1478,0.8093,0.1055,10197245.26,17129609.03,24596698.41,-32568424.0606,-32568424.0606,106035250.17,20131423.87,1581525.53,-63558097.99,725113051.35,536290452.31,472732354.32,773023625.38,302782401.93,0.0613,3.3297,0.0003,1.31,-0.1296,0.0741,-0.1409,-0.1409,14.7698,38.3873,61.6127,30.101,14.7698,13.1349,17.1576,-0.1915,-4.8111,89.146,18.5779,18.2329,1.8536,1.85,1.0806,1.9241,1.5587,1.7632,3.7072,3.8482,14.207,1.1656,1.165,71.6097,28.3903,80.6407,0.2046,99.5561,84.2413,15.7587,0.0006,0.1656,6.0243,486.6138,5.6761,458.4896,,0.0005,616.6593,3.1174,1.591,146932706.6,18.6904,14.4087,94.0453,0.6342,0.236,0.5276,0.9242,0.0,0.0,-99.74,10.1064,15.7046,-3.9445,-39.46,-99.5938,-6.3555,-40.3301,2.026,1.4369,29.6057,29.6057,5.0393,-53.5244,2.5746,-5.175
002680.SZ,20181229,20180630,0.26,0.26,0.707,0.707,1.0667,0.0436,1.7536,39549462.63,212537824.75,621812353.67,5.5807,5.1112,1.7989,0.8617,0.2135,1.5658,0.1548,257142628.86,301051775.86,319875642.82,315418307.1496,315418307.1496,540398458.53,72128124.32,0.0,-149895801.55,3396484220.86,2475392806.55,2325497005.0,3771001775.88,1749881267.09,0.2589,3.8467,0.25,1.7972,-0.0673,0.3092,0.3239,0.3239,37.5689,90.323,9.677,51.1584,37.5689,34.6355,16.8704,-0.3475,1.1388,62.6481,44.0398,43.7301,6.6319,7.02,5.5915,6.7699,5.8161,6.7312,13.2638,13.5398,13.9734,1.1624,1.1699,68.7983,31.2017,77.4829,0.0,99.324,88.2245,11.7755,0.4505,0.1624,6.1149,,5.545,,,0.3975,858.9436,11.6322,5.6688,584107579.23,43.9475,35.3807,72.2882,2.4445,1.9381,2.2262,45.6318,-3.7037,-3.7037,97.3165,-2.4618,-3.2613,-4.6059,-10.2,97.331,-9.7868,-2.8832,-2.81,-2.8833,9.3103,9.3103,-15.5319,-37.1692,5.743,-65.9352
002685.SZ,20180828,20180630,0.2502,0.2502,3.466,3.466,3.002,0.0197,0.4946,6602897.99,245523649.29,442309848.53,2.8477,2.2186,1.9681,2.8236,1.1197,14.3371,0.601,291149696.32,310886550.2,329502544.13,-268869567.0229,-169474843.0229,817076785.7,7825473.62,247845693.75,-270938235.22,2163934745.07,1967683082.54,1696744847.32,4896199774.86,518286141.48,0.2502,4.5351,-0.1116,0.5143,-0.2675,0.3085,-0.2668,-0.1682,7.4206,12.6641,87.3359,3.165,7.4206,1.3416,1.7532,0.0702,0.9259,91.6639,8.5901,8.9012,5.6555,5.64,5.5074,5.35,4.4601,5.5685,11.311,10.7,18.7507,1.2308,1.3035,53.0074,46.9926,37.8237,5.062,93.3376,99.2705,0.7295,-0.1056,0.2308,4.2601,18.4389,2.0172,8.731,,-0.1049,108.9053,8.9202,4.3388,252181322.41,8.7392,0.8642,93.3081,2.6135,2.5008,2.1271,-8.1711,793.5714,793.5714,10.6485,598.8932,580.3056,1206.1129,1290.26,-30.6158,274.4147,5.1495,-3.044,5.1512,80.2735,80.2735,94.0014,-8.9644,248.8413,-11.8005
002686.SZ,20180828,20180630,0.164,0.164,1.6627,1.6627,1.1204,0.0991,1.2743,1723070.62,70950808.66,221752963.61,1.485,1.1653,0.9289,1.3696,0.5003,1.4152,0.2476,69327567.25,107879574.4,138643030.89,-222906375.0095,37351332.8005,594526711.25,120377650.03,835319973.65,634493364.6,556004131.64,551530421.06,893283812.01,2651473992.03,608541900.08,0.164,3.474,-0.0141,1.3734,0.0038,0.2435,-0.5031,0.0843,10.2776,30.1012,69.8988,19.6755,10.2776,5.9133,10.8647,2.8974,0.254,90.5893,11.593,14.6438,4.7717,4.73,4.6586,3.6258,2.5448,3.9418,9.5434,7.2516,46.0502,1.8536,1.9536,50.1618,49.8382,16.5164,31.504,58.0527,73.3511,26.6489,-0.0055,0.8536,0.9929,1.8427,0.3587,0.6656,0.8763,-0.004,246.0019,5.0896,2.4426,657090637.2,11.933,5.588,89.4224,3.4665,3.4265,1.6015,4.7259,11.5646,11.5646,60.5042,-0.5685,-1.2874,12.6223,12.97,60.6846,4.0179,2.1584,30.265,2.1568,21.4763,21.4763,15.1401,181.3766,8.2721,-18.6828
002689.SZ,20180823,20180630,-0.0204,-0.0204,0.4889,0.4889,0.1249,0.081,0.3202,7639791.73,-26945167.58,120906254.14,1.7592,1.3444,1.3046,0.5677,0.2914,0.9461,0.1841,-28785022.46,-21025370.39,5462208.13,-56742912.81,-56742912.81,911553764.79,158240581.8,0.0,-298762281.12,1110504950.28,692094162.8,393331881.68,1448218473.45,380514918.03,-0.0204,1.531,-0.0544,0.4012,-0.0812,-0.0222,-0.0598,-0.0598,-4.2734,26.0742,73.9258,30.9975,-4.2734,16.8608,14.2565,-0.1197,-0.5515,106.2077,-4.164,-4.5343,-1.3217,-1.33,-1.8448,-0.8348,-0.7868,-1.4465,-2.6434,-1.6696,42.4857,1.7387,1.7243,63.687,36.313,44.1024,0.0,100.2686,85.2083,14.7917,-0.0566,0.7387,1.3574,,1.0381,,,-0.0483,502.1208,-1.5736,-0.7666,567958926.94,-4.2632,11.7606,91.2973,2.2443,1.9514,1.2917,4.796,-155.1351,-155.1351,58.694,-155.1466,-145.3847,-155.0058,-196.31,59.0044,-155.7421,-1.1557,-0.0365,-1.1564,-20.6864,-20.6864,-28.8296,163.1254,-1.3209,-3.1161
002690.SZ,20180824,20180630,0.251,0.251,0.7272,0.7272,0.5869,0.5,0.8955,28655850.79,141022034.43,264735713.85,7.5515,7.1363,2.2971,2.3405,0.2196,2.2545,0.1926,144828029.21,193920958.79,201277606.13,130243477.8688,-75040567.0612,260195828.56,61555196.07,10821457.24,-383521197.54,1984236030.35,1775567821.03,1392046623.49,2040036658.92,943347482.74,0.251,3.0018,0.2045,1.3955,-0.5034,0.2869,0.1927,-0.111,34.48,53.8565,46.1435,22.7271,34.48,13.7068,9.7718,-0.7515,0.6005,70.5369,39.8731,39.4503,8.031,7.67,6.6747,7.598,6.6407,7.5323,16.062,15.196,14.0814,1.1639,1.208,86.6541,13.3459,84.0142,0.5305,99.4695,81.4912,18.5088,0.5101,0.1639,6.1016,187.5177,5.9663,183.3613,,0.4157,162.0532,13.2814,6.6481,215485172.89,39.8723,12.1322,64.4318,5.915,5.2078,5.1633,38.8975,19.7519,19.7519,-14.0756,19.0539,18.2968,19.7358,11.71,-14.0936,16.4034,-7.6085,-13.89,-7.6092,9.503,9.503,14.2633,193.5572,2.8628,-6.383
002691.SZ,20180818,20180630,0.02,0.02,0.5012,0.5012,0.8891,0.0633,0.5728,-105399.45,6775700.66,56449491.0,12.2086,6.8593,6.7114,0.6132,0.2477,0.8987,0.1772,9037647.17,8805651.2,16367190.52,-45670373.4096,-45670373.4096,55889196.74,30673948.13,0.0,-13755041.91,791381535.04,626442206.53,612687164.62,867068920.22,216281334.16,0.0196,2.5502,-0.1198,0.6361,-0.1339,0.0259,-0.1343,-0.1343,3.914,33.1231,66.8769,27.7071,3.914,11.1091,16.1903,0.4076,-1.9007,94.6969,5.3313,5.1669,0.7719,0.77,0.7841,0.9155,0.6935,0.7584,1.5438,1.831,9.0772,1.0998,1.1131,71.5508,28.4492,82.986,0.0,100.0,64.5647,35.4353,-0.7288,0.0998,10.0166,,9.1422,,,-0.4705,757.2206,1.387,0.6935,191173596.64,5.2586,10.8395,90.4137,0.6352,0.6368,0.5716,-31.0615,-33.3333,-33.3333,-705.0505,22.8782,8.7767,14.3067,30.6,-1128.9708,12.9784,-40.7757,-1.7013,0.682,31.5449,31.5449,-17.9613,252.0984,1.1757,-17.0
002698.SZ,20180829,20180630,0.1194,0.1194,0.5967,0.5967,0.3259,0.1864,1.3345,12132788.27,69228266.72,166073019.72,2.6174,1.6383,1.4165,0.8374,0.1903,1.9712,0.1442,51516643.24,81650227.13,95716288.35,109323160.5663,110492723.1663,868075168.93,38405288.3,55404435.91,-44650503.26,1788235746.16,1420329913.5,1330365110.24,2085046831.02,1036849660.17,0.1194,2.8691,0.1242,1.521,0.0606,0.1198,0.1604,0.1621,17.4951,40.8292,59.1708,23.9531,17.4951,11.5059,11.7526,0.6946,2.9298,87.3346,19.8548,20.0738,4.1898,4.15,3.565,2.895,2.5231,3.4609,8.3796,5.79,32.1536,1.4739,1.4524,76.8335,23.1665,59.7767,2.6572,93.8039,91.2963,8.7037,0.0964,0.4739,2.0334,35.3014,1.8591,32.276,,0.088,763.0631,5.0462,2.8847,211542926.38,19.8726,10.0251,81.1211,3.1045,2.759,1.985,37.6907,87.7358,87.7358,2041.3793,69.2663,72.681,87.7885,90.17,2052.8986,74.7433,1.4497,12.9161,1.4477,37.5692,37.5692,38.4133,260.5275,7.4654,-10.4235
